date size
2015-11-09 0.0
2015-11-10 0.0
2015-11-11 0.0
2015-11-12 0.0
2015-11-13 0.0
2015-11-14 0.0
2015-11-15 0.0
2015-11-16 0.0
2015-11-17 0.0
2015-11-18 0.0
2015-11-19 0.0
2015-11-20 0.0
2015-11-21 0.0
2015-11-22 0.0
2015-11-23 0.0
2015-11-24 0.0
2015-11-25 0.0
2015-11-26 0.0
2015-11-27 0.0
2015-11-28 0.0
2015-11-29 0.0
2015-11-30 0.0
2015-12-01 0.0
2015-12-02 0.0
2015-12-03 0.0
2015-12-04 0.0
2015-12-05 0.0
2015-12-06 0.0
2015-12-07 0.0
2015-12-08 0.0
2015-12-09 0.0
2015-12-10 0.0
2015-12-11 0.0
2015-12-12 0.0
2015-12-13 0.0
2015-12-14 0.0
2015-12-15 0.0
2015-12-16 0.0
2015-12-17 0.0
2015-12-18 0.0
2015-12-19 0.0
2015-12-20 0.0
2015-12-21 0.0
2015-12-22 0.0
2015-12-23 0.0
2015-12-24 0.0
2015-12-25 0.0
2015-12-26 0.0
2015-12-27 0.0
2015-12-28 0.0
2015-12-29 0.0
2015-12-30 0.0
2015-12-31 0.0
2016-01-01 0.0
2016-01-02 0.0
2016-01-03 0.0
2016-01-04 0.0
2016-01-05 0.0
2016-01-06 0.0
2016-01-07 0.0
2016-01-08 0.0
2016-01-09 0.0
2016-01-10 0.0
2016-01-11 0.0
2016-01-12 0.0
2016-01-13 0.0
2016-01-14 0.0
2016-01-15 0.0
2016-01-16 0.0
2016-01-17 0.0
2016-01-18 0.0
2016-01-19 0.0
2016-01-20 0.0
2016-01-21 0.0
2016-01-22 0.0
2016-01-23 0.0
2016-01-24 0.0
2016-01-25 0.0
2016-01-26 0.0
2016-01-27 0.0
2016-01-28 0.0
2016-01-29 0.0
2016-01-30 0.0
2016-01-31 0.0
2016-02-01 0.0
2016-02-02 0.0
2016-02-03 0.0
2016-02-04 0.0
2016-02-05 0.0
2016-02-06 0.0
2016-02-07 0.0
2016-02-08 0.0
2016-02-09 0.0
2016-02-10 0.0
2016-02-11 0.0
2016-02-12 0.0
2016-02-13 0.0
2016-02-14 0.0
2016-02-15 0.0
2016-02-16 0.0
2016-02-17 0.0
2016-02-18 0.0
2016-02-19 0.0
2016-02-20 0.0
2016-02-21 0.0
2016-02-22 0.0
2016-02-23 0.0
2016-02-24 0.0
2016-02-25 0.0
2016-02-26 0.0
2016-02-27 0.0
2016-02-28 0.0
2016-02-29 0.0
2016-03-01 0.0
2016-03-02 0.0
2016-03-03 0.0
2016-03-04 0.0
2016-03-05 0.0
2016-03-06 0.0
2016-03-07 0.0
2016-03-08 0.0
2016-03-09 0.0
2016-03-10 0.0
2016-03-11 0.0
2016-03-12 0.0
2016-03-13 0.0
2016-03-14 0.0
2016-03-15 0.0
2016-03-16 0.0
2016-03-17 0.0
2016-03-18 0.0
2016-03-19 0.0
2016-03-20 0.0
2016-03-21 0.0
2016-03-22 0.0
2016-03-23 0.0
2016-03-24 0.0
2016-03-25 0.0
2016-03-26 0.0
2016-03-27 0.0
2016-03-28 0.0
2016-03-29 0.0
2016-03-30 0.0
2016-03-31 0.0
2016-04-01 0.0
2016-04-02 0.0
2016-04-03 0.0
2016-04-04 0.0
2016-04-05 0.0
2016-04-06 0.0
2016-04-07 0.0
2016-04-08 0.0
2016-04-09 0.0
2016-04-10 0.0
2016-04-11 0.0
2016-04-12 0.0
2016-04-13 0.0
2016-04-14 0.0
2016-04-15 0.0
2016-04-16 0.0
2016-04-17 0.0
2016-04-18 0.0
2016-04-19 0.0
2016-04-20 0.0
2016-04-21 0.0
2016-04-22 0.0
2016-04-23 0.0
2016-04-24 0.0
2016-04-25 0.0
2016-04-26 0.0
2016-04-27 0.0
2016-04-28 0.0
2016-04-29 0.0
2016-04-30 0.0
2016-05-01 0.0
2016-05-02 0.0
2016-05-03 0.0
2016-05-04 0.0
2016-05-05 0.0
2016-05-06 0.0
2016-05-07 0.0
2016-05-08 0.0
2016-05-09 0.0
2016-05-10 0.0
2016-05-11 0.0
2016-05-12 0.0
2016-05-13 0.0
2016-05-14 0.0
2016-05-15 0.0
2016-05-16 0.0
2016-05-17 0.0
2016-05-18 0.0
2016-05-19 0.0
2016-05-20 0.0
2016-05-21 0.0
2016-05-22 0.0
2016-05-23 0.0
2016-05-24 0.0
2016-05-25 0.0
2016-05-26 0.0
2016-05-27 0.0
2016-05-28 0.0
2016-05-29 0.0
2016-05-30 0.0
2016-05-31 0.0
2016-06-01 0.0
2016-06-02 0.0
2016-06-03 0.0
2016-06-04 0.0
2016-06-05 0.0
2016-06-06 0.0
2016-06-07 0.0
2016-06-08 0.0
2016-06-09 0.0
2016-06-10 0.0
2016-06-11 0.0
2016-06-12 0.0
2016-06-13 0.0
2016-06-14 0.0
2016-06-15 0.0
2016-06-16 0.0
2016-06-17 0.0
2016-06-18 0.0
2016-06-19 0.0
2016-06-20 0.0
2016-06-21 0.0
2016-06-22 0.0
2016-06-23 0.0
2016-06-24 0.0
2016-06-25 0.0
2016-06-26 0.0
2016-06-27 0.0
2016-06-28 0.0
2016-06-29 0.0
2016-06-30 0.0
2016-07-01 0.0
2016-07-02 0.0
2016-07-03 0.0
2016-07-04 0.0
2016-07-05 0.0
2016-07-06 0.0
2016-07-07 0.0
2016-07-08 0.0
2016-07-09 0.0
2016-07-10 0.0
2016-07-11 0.0
2016-07-12 0.0
2016-07-13 0.0
2016-07-14 0.0
2016-07-15 0.0
2016-07-16 0.0
2016-07-17 0.0
2016-07-18 0.0
2016-07-19 0.0
2016-07-20 0.0
2016-07-21 0.0
2016-07-22 0.0
2016-07-23 0.0
2016-07-24 0.0
2016-07-25 0.0
2016-07-26 0.0
2016-07-27 0.0
2016-07-28 0.0
2016-07-29 0.0
2016-07-30 0.0
2016-07-31 0.0
2016-08-01 0.0
2016-08-02 0.0
2016-08-03 0.0
2016-08-04 0.0
2016-08-05 0.0
2016-08-06 0.0
2016-08-07 0.0
2016-08-08 0.0
2016-08-09 0.0
2016-08-10 0.0
2016-08-11 0.0
2016-08-12 0.0
2016-08-13 0.0
2016-08-14 0.0
2016-08-15 0.0
2016-08-16 0.0
2016-08-17 0.0
2016-08-18 0.0
2016-08-19 0.0
2016-08-20 0.0
2016-08-21 0.0
2016-08-22 0.0
2016-08-23 0.0
2016-08-24 0.0
2016-08-25 0.0
2016-08-26 0.0
2016-08-27 0.0
2016-08-28 0.0
2016-08-29 0.0
2016-08-30 0.0
2016-08-31 0.0
2016-09-01 0.0
2016-09-02 0.0
2016-09-03 0.0
2016-09-04 0.0
2016-09-05 0.0
2016-09-06 0.0
2016-09-07 0.0
2016-09-08 0.0
2016-09-09 0.0
2016-09-10 0.0
2016-09-11 0.0
2016-09-12 0.0
2016-09-13 0.0
2016-09-14 0.0
2016-09-15 0.0
2016-09-16 0.0
2016-09-17 0.0
2016-09-18 0.0
2016-09-19 0.0
2016-09-20 0.0
2016-09-21 0.0
2016-09-22 0.0
2016-09-23 0.0
2016-09-24 0.0
2016-09-25 0.0
2016-09-26 0.0
2016-09-27 0.0
2016-09-28 0.0
2016-09-29 0.0
2016-09-30 0.0
2016-10-01 0.0
2016-10-02 0.0
2016-10-03 0.0
2016-10-04 0.0
2016-10-05 0.0
2016-10-06 0.0
2016-10-07 0.0
2016-10-08 0.0
2016-10-09 0.0
2016-10-10 0.0
2016-10-11 0.0
2016-10-12 0.0
2016-10-13 0.0
2016-10-14 0.0
2016-10-15 0.0
2016-10-16 0.0
2016-10-17 0.0
2016-10-18 0.0
2016-10-19 0.0
2016-10-20 0.0
2016-10-21 0.0
2016-10-22 0.0
2016-10-23 0.0
2016-10-24 0.0
2016-10-25 0.0
2016-10-26 0.0
2016-10-27 0.0
2016-10-28 0.0
2016-10-29 0.0
2016-10-30 0.0
2016-10-31 0.0
2016-11-01 0.0
2016-11-02 0.0
2016-11-03 0.0
2016-11-04 0.0
2016-11-05 0.0
2016-11-06 0.0
2016-11-07 0.0
2016-11-08 0.0
2016-11-09 0.0
2016-11-10 0.0
2016-11-11 0.0
2016-11-12 0.0
2016-11-13 0.0
2016-11-14 0.0
2016-11-15 0.0
2016-11-16 0.0
2016-11-17 0.0
2016-11-18 0.0
2016-11-19 0.0
2016-11-20 0.0
2016-11-21 0.0
2016-11-22 0.0
2016-11-23 0.0
2016-11-24 0.0
2016-11-25 0.0
2016-11-26 0.0
2016-11-27 0.0
2016-11-28 0.0
2016-11-29 0.0
2016-11-30 0.0
2016-12-01 0.0
2016-12-02 0.0
2016-12-03 0.0
2016-12-04 0.0
2016-12-05 0.0
2016-12-06 0.0
2016-12-07 0.0
2016-12-08 0.0
2016-12-09 0.0
2016-12-10 0.0
2016-12-11 0.0
2016-12-12 0.0
2016-12-13 0.0
2016-12-14 0.0
2016-12-15 0.0
2016-12-16 0.0
2016-12-17 0.0
2016-12-18 0.0
2016-12-19 0.0
2016-12-20 0.0
2016-12-21 0.0
2016-12-22 0.0
2016-12-23 0.0
2016-12-24 0.0
2016-12-25 0.0
2016-12-26 0.0
2016-12-27 0.0
2016-12-28 0.0
2016-12-29 0.0
2016-12-30 0.0
2016-12-31 0.0
2017-01-01 0.0
2017-01-02 0.0
2017-01-03 0.0
2017-01-04 0.0
2017-01-05 0.0
2017-01-06 0.0
2017-01-07 0.0
2017-01-08 0.0
2017-01-09 0.0
2017-01-10 0.0
2017-01-11 0.0
2017-01-12 0.0
2017-01-13 0.0
2017-01-14 0.0
2017-01-15 0.0
2017-01-16 0.0
2017-01-17 0.0
2017-01-18 0.0
2017-01-19 0.0
2017-01-20 0.0
2017-01-21 0.0
2017-01-22 0.0
2017-01-23 0.0
2017-01-24 0.0
2017-01-25 0.0
2017-01-26 0.0
2017-01-27 0.0
2017-01-28 0.0
2017-01-29 0.0
2017-01-30 0.0
2017-01-31 0.0
2017-02-01 0.0
2017-02-02 0.0
2017-02-03 0.0
2017-02-04 0.0
2017-02-05 0.0
2017-02-06 0.0
2017-02-07 0.0
2017-02-08 0.0
2017-02-09 0.0
2017-02-10 0.0
2017-02-11 0.0
2017-02-12 0.0
2017-02-13 0.0
2017-02-14 0.0
2017-02-15 0.0
2017-02-16 0.0
2017-02-17 0.0
2017-02-18 0.0
2017-02-19 0.0
2017-02-20 0.0
2017-02-21 0.0
2017-02-22 0.0
2017-02-23 0.0
2017-02-24 0.0
2017-02-25 0.0
2017-02-26 0.0
2017-02-27 0.0
2017-02-28 0.0
2017-03-01 0.0
2017-03-02 0.0
2017-03-03 0.0
2017-03-04 0.0
2017-03-05 0.0
2017-03-06 0.0
2017-03-07 0.0
2017-03-08 0.0
2017-03-09 0.0
2017-03-10 0.0
2017-03-11 0.0
2017-03-12 0.0
2017-03-13 0.0
2017-03-14 0.0
2017-03-15 0.0
2017-03-16 0.0
2017-03-17 0.0
2017-03-18 0.0
2017-03-19 0.0
2017-03-20 0.0
2017-03-21 0.0
2017-03-22 0.0
2017-03-23 0.0
2017-03-24 0.0
2017-03-25 0.0
2017-03-26 0.0
2017-03-27 0.0
2017-03-28 0.0
2017-03-29 0.0
2017-03-30 0.0
2017-03-31 0.0
2017-04-01 0.0
2017-04-02 0.0
2017-04-03 0.0
2017-04-04 0.0
2017-04-05 0.0
2017-04-06 0.0
2017-04-07 0.0
2017-04-08 0.0
2017-04-09 0.0
2017-04-10 0.0
2017-04-11 0.0
2017-04-12 0.0
2017-04-13 0.0
2017-04-14 0.0
2017-04-15 0.0
2017-04-16 0.0
2017-04-17 0.0
2017-04-18 0.0
2017-04-19 0.0
2017-04-20 0.0
2017-04-21 0.0
2017-04-22 0.0
2017-04-23 0.0
2017-04-24 0.0
2017-04-25 0.0
2017-04-26 0.0
2017-04-27 0.0
2017-04-28 0.0
2017-04-29 0.0
2017-04-30 0.0
2017-05-01 0.0
2017-05-02 0.0
2017-05-03 0.0
2017-05-04 0.0
2017-05-05 0.0
2017-05-06 0.0
2017-05-07 0.0
2017-05-08 0.0
2017-05-09 0.0
2017-05-10 0.0
2017-05-11 0.0
2017-05-12 0.0
2017-05-13 0.0
2017-05-14 0.0
2017-05-15 0.0
2017-05-16 0.0
2017-05-17 0.0
2017-05-18 0.0
2017-05-19 0.0
2017-05-20 0.0
2017-05-21 0.0
2017-05-22 0.0
2017-05-23 0.0
2017-05-24 0.0
2017-05-25 0.0
2017-05-26 0.0
2017-05-27 0.0
2017-05-28 0.0
2017-05-29 0.0
2017-05-30 0.0
2017-05-31 0.0
2017-06-01 0.0
2017-06-02 0.0
2017-06-03 0.0
2017-06-04 0.0
2017-06-05 0.0
2017-06-06 0.0
2017-06-07 0.0
2017-06-08 0.0
2017-06-09 0.0
2017-06-10 0.0
2017-06-11 0.0
2017-06-12 0.0
2017-06-13 0.0
2017-06-14 0.0
2017-06-15 0.0
2017-06-16 0.0
2017-06-17 0.0
2017-06-18 0.0
2017-06-19 0.0
2017-06-20 0.0
2017-06-21 0.0
2017-06-22 0.0
2017-06-23 0.0
2017-06-24 0.0
2017-06-25 0.0
2017-06-26 0.0
2017-06-27 0.0
2017-06-28 0.0
2017-06-29 0.0
2017-06-30 0.0
2017-07-01 0.0
2017-07-02 0.0
2017-07-03 0.0
2017-07-04 0.0
2017-07-05 99084940.0
2017-07-06 0.0
2017-07-07 0.0
2017-07-08 0.0
2017-07-09 0.0
2017-07-10 0.0
2017-07-11 0.0
2017-07-12 0.0
2017-07-13 0.0
2017-07-14 0.0
2017-07-15 0.0
2017-07-16 0.0
2017-07-17 0.0
2017-07-18 0.0
2017-07-19 0.0
2017-07-20 0.0
2017-07-21 0.0
2017-07-22 0.0
2017-07-23 0.0
2017-07-24 0.0
2017-07-25 0.0
2017-07-26 0.0
2017-07-27 0.0
2017-07-28 0.0
2017-07-29 0.0
2017-07-30 0.0
2017-07-31 0.0
2017-08-01 0.0
2017-08-02 0.0
2017-08-03 0.0
2017-08-04 0.0
2017-08-05 0.0
2017-08-06 0.0
2017-08-07 0.0
2017-08-08 0.0
2017-08-09 0.0
2017-08-10 29725494.0
2017-08-11 168444450.0
2017-08-12 0.0
2017-08-13 0.0
2017-08-14 3517516756.0
2017-08-15 3547242284.0
2017-08-16 29725494.0
2017-08-17 0.0
2017-08-18 9908498.0
2017-08-19 0.0
2017-08-20 0.0
2017-08-21 108993478.0
2017-08-22 4399373112.0
2017-08-23 723260854.0
2017-08-24 0.0
2017-08-25 0.0
2017-08-26 0.0
2017-08-27 0.0
2017-08-28 0.0
2017-08-29 0.0
2017-08-30 0.0
2017-08-31 0.0
2017-09-01 0.0
2017-09-02 0.0
2017-09-03 0.0
2017-09-04 0.0
2017-09-05 2793597186.0
2017-09-06 227846579.0
2017-09-07 416067666.0
2017-09-08 2466972673.0
2017-09-09 4032760993.0
2017-09-10 2318589766.0
2017-09-11 8937470434.0
2017-09-12 4240840248.0
2017-09-13 3279714865.0
2017-09-14 65584381397.0
2017-09-15 208128105515.0
2017-09-16 0.0
2017-09-17 0.0
2017-09-18 3626512634.0
2017-09-19 14525868986.0
2017-09-20 1624994552.0
2017-09-21 1595268995.0
2017-09-22 13287302523.0
2017-09-23 12316269227.0
2017-09-24 13782727905.0
2017-09-25 9422990017.0
2017-09-26 0.0
2017-09-27 0.0
2017-09-28 2516499978.0
2017-09-29 2466975007.0
2017-09-30 2734477816.0
2017-10-01 13652572418.0
2017-10-02 7192864914.0
2017-10-03 37826938326.0
2017-10-04 28721920769.0
2017-10-05 35805802578.0
2017-10-06 42047544588.0
2017-10-07 22549531452.0
2017-10-08 0.0
2017-10-09 4071993592.0
2017-10-10 13295901602.0
2017-10-11 5449139962.0
2017-10-12 16367234868.0
2017-10-13 15634078795.0
2017-10-14 7004621669.0
2017-10-15 5657199113.0
2017-10-16 7599074033.0
2017-10-17 0.0
2017-10-18 0.0
2017-10-19 21717301908.0
2017-10-20 24471594502.0
2017-10-21 34508384570.0
2017-10-22 43547854486.0
2017-10-23 35234620292.0
2017-10-24 45192659378.0
2017-10-25 14377230598.0
2017-10-26 9135637516.0
2017-10-27 8361979466.0
2017-10-28 1763531226.0
2017-10-29 0.0
2017-10-30 9412101814.0
2017-10-31 9689511618.0
2017-11-01 17417342174.0
2017-11-02 18021697357.0
2017-11-03 50567752620.0
2017-11-04 137684180115.0
2017-11-05 169150320759.0
2017-11-06 85818548538.0
2017-11-07 0.0
2017-11-08 544911125.0
2017-11-09 4062065454.0
2017-11-10 5161796261.0
2017-11-11 6251617389.0
2017-11-12 112638277944.0
2017-11-13 17666845314.0
2017-11-14 19420649576.0
2017-11-15 2457307284.0
2017-11-16 455790724.0
2017-11-17 14099790070.0
2017-11-18 32281880084.0
2017-11-19 19371109830.0
2017-11-20 3547241528.0
2017-11-21 4290378310.0
2017-11-22 1089934340.0
2017-11-23 0.0
2017-11-24 0.0
2017-11-25 0.0
2017-11-26 0.0
2017-11-27 8184416388.0
2017-11-28 18251446200.0
2017-11-29 6420704308.0
2017-11-30 12930585162.0
2017-12-01 11860467558.0
2017-12-02 27129459216.0
2017-12-03 31608096726.0
2017-12-04 5994640658.0
2017-12-05 0.0
2017-12-06 0.0
2017-12-07 0.0
2017-12-08 0.0
2017-12-09 0.0
2017-12-10 0.0
2017-12-11 0.0
2017-12-12 0.0
2017-12-13 0.0
2017-12-14 19816988.0
2017-12-15 0.0
2017-12-16 0.0
2017-12-17 0.0
2017-12-18 0.0
2017-12-19 0.0
2017-12-20 0.0
2017-12-21 0.0
2017-12-22 0.0
2017-12-23 0.0
2017-12-24 0.0
2017-12-25 0.0
2017-12-26 0.0
2017-12-27 0.0
2017-12-28 0.0
2017-12-29 0.0
2017-12-30 0.0
2017-12-31 0.0
2018-01-01 0.0
2018-01-02 0.0
2018-01-03 0.0
2018-01-04 0.0
2018-01-05 0.0
2018-01-06 0.0
2018-01-07 0.0
2018-01-08 49542490.0
2018-01-09 29725494.0
2018-01-10 0.0
2018-01-11 29725494.0
2018-01-12 69359486.0
2018-01-13 0.0
2018-01-14 0.0
2018-01-15 0.0
2018-01-16 178352964.0
2018-01-17 1208836792.0
2018-01-18 7362014134.0
2018-01-19 18003740946.0
2018-01-20 20461048430.0
2018-01-21 25989991086.0
2018-01-22 35472423124.0
2018-01-23 28110409322.0
2018-01-24 31162226750.0
2018-01-25 2249229494.0
2018-01-26 7173754620.0
2018-01-27 12960317800.0
2018-01-28 4409281610.0
2018-01-29 198169960.0
2018-01-30 5677569354.0
2018-01-31 11057883784.0
2018-02-01 13158480984.0
2018-02-02 18528884164.0
2018-02-03 10572363626.0
2018-02-04 23423681880.0
2018-02-05 29111158676.0
2018-02-06 69359458.0
2018-02-07 3913856658.0
2018-02-08 7580001610.0
2018-02-09 7084576162.0
2018-02-10 6985491638.0
2018-02-11 3646327800.0
2018-02-12 24632535084.0
2018-02-13 17676764376.0
2018-02-14 12058642646.0
2018-02-15 15675245260.0
2018-02-16 8818563784.0
2018-02-17 346797570.0
2018-02-18 0.0
2018-02-19 16428295696.0
2018-02-20 45143122340.0
2018-02-21 12563977796.0
2018-02-22 14515954550.0
2018-02-23 4230930114.0
2018-02-24 4548001798.0
2018-02-25 19816989892.0
2018-02-26 17429041350.0
2018-02-27 0.0
2018-02-28 29725490.0
2018-03-01 28982347310.0
2018-03-02 23968649870.0
2018-03-03 18588343688.0
2018-03-04 18400083082.0
2018-03-05 77325920144.0
2018-03-06 161330168912.0
2018-03-07 24065757699.0
2018-03-08 232004567263.0
2018-03-09 64230497641.0
2018-03-10 3378467427.0
2018-03-11 1387054216.0
2018-03-12 0.0
2018-03-13 1496036657.0
2018-03-14 3120871585.0
2018-03-15 10828931067.0
2018-03-16 6687582801.0
2018-03-17 11225228335.0
2018-03-18 8470935701.0
2018-03-19 881769903.0
2018-03-20 19815054.0
2018-03-21 336855918.0
2018-03-22 5003301203.0
2018-03-23 16813073859.0
2018-03-24 10828927211.0
2018-03-25 12523115508.0
2018-03-26 22480179443.0
2018-03-27 11066709067.0
2018-03-28 20321105955.0
2018-03-29 6559427096.0
2018-03-30 4221020148.0
2018-03-31 802588338.0
2018-04-01 0.0
2018-04-02 2952733224.0
2018-04-03 23275062622.0
2018-04-04 10235478858.0
2018-04-05 2596026476.0
2018-04-06 2942823978.0
2018-04-07 8610486774.0
2018-04-08 60431929798.0
2018-04-09 2635661140.0
2018-04-10 0.0
2018-04-11 0.0
2018-04-12 37919821854.0
2018-04-13 152333248272.0
2018-04-14 119248774150.0
2018-04-15 12068553592.0
2018-04-16 6916132568.0
2018-04-17 16685912008.0
2018-04-18 14565492540.0
2018-04-19 374570949970.0
2018-04-20 1833069061.0
2018-04-21 0.0
2018-04-22 0.0
2018-04-23 198149500.0
2018-04-24 0.0
2018-04-25 0.0
2018-04-26 0.0
2018-04-27 0.0
2018-04-28 0.0
2018-04-29 0.0
2018-04-30 0.0
2018-05-01 0.0
2018-05-02 0.0
2018-05-03 0.0
2018-05-04 0.0
2018-05-05 0.0
2018-05-06 0.0
2018-05-07 0.0
2018-05-08 0.0
